index;flow_meter1;flow_meter2;flow_meter3;flow_meter4
2010-01-01 00:00:00;25.795;33.409;61.226000000000006;21.663
2010-01-01 01:00:00;20.311;22.177;32.992;16.523
2010-01-01 02:00:00;18.81;17.840999999999998;24.785999999999998;15.353
2010-01-01 03:00:00;18.279;13.914000000000001;24.406999999999996;15.241
2010-01-01 04:00:00;18.325;13.975;24.641;15.267999999999999
2010-01-01 05:00:00;18.645;14.495999999999999;26.994;15.597000000000001
2010-01-01 06:00:00;23.491999999999997;21.901;56.053000000000004;20.398
2010-01-01 07:00:00;37.394;40.477;118.88;33.624
2010-01-01 08:00:00;46.995;52.73;158.99;42.745
2010-01-01 09:00:00;42.823;47.059;139.86;38.687
2010-01-01 10:00:00;47.217;52.762;158.53;42.903999999999996
2010-01-01 11:00:00;40.133;43.886;130.23;36.266
2010-01-01 12:00:00;39.071;42.556000000000004;125.88;35.263000000000005
2010-01-01 13:00:00;36.762;40.326;116.11;33.565
2010-01-01 14:00:00;36.963;40.433;114.82;33.743
2010-01-01 15:00:00;38.843;42.586999999999996;121.13;35.37
2010-01-01 16:00:00;34.619;36.844;107.28;31.018
2010-01-01 17:00:00;38.400999999999996;41.735;123.09;34.608000000000004
2010-01-01 18:00:00;31.673000000000002;33.044000000000004;94.6;28.247
2010-01-01 19:00:00;31.855999999999998;32.825;97.12200000000001;28.052
2010-01-01 20:00:00;32.107;32.884;98.37700000000001;28.113000000000003
2010-01-01 21:00:00;33.751;35.288000000000004;106.2;29.8
2010-01-01 22:00:00;28.975;29.448;82.587;25.683000000000003
2010-01-01 23:00:00;23.905;22.423000000000002;58.233000000000004;20.826
2010-01-02 00:00:00;23.221999999999998;21.52;54.63;20.185
2010-01-02 01:00:00;19.238;15.462;30.988000000000003;16.195999999999998
2010-01-02 02:00:00;19.049;15.18;29.683000000000003;16.003
2010-01-02 03:00:00;17.545;12.5;18.680999999999997;14.463
2010-01-02 04:00:00;18.748;14.661;27.671999999999997;15.745
2010-01-02 05:00:00;18.472;14.14;25.604;15.4
2010-01-02 06:00:00;23.107;21.32;53.924;19.979
2010-01-02 07:00:00;36.736;39.669000000000004;115.92;32.848
2010-01-02 08:00:00;45.146;50.281000000000006;149.99;40.678000000000004
2010-01-02 09:00:00;38.318000000000005;41.596000000000004;122.57;34.336999999999996
2010-01-02 10:00:00;40.843;44.841;132.82;36.685
2010-01-02 11:00:00;43.096000000000004;47.732;141.84;38.795
2010-01-02 12:00:00;43.782;48.626999999999995;144.54;39.426
2010-01-02 13:00:00;38.332;41.695;122.6;34.382
2010-01-02 14:00:00;39.512;43.66;125.66;34.111999999999995
2010-01-02 15:00:00;40.256;44.626000000000005;128.69;34.818000000000005
2010-01-02 16:00:00;32.608000000000004;34.508;97.613;28.3
2010-01-02 17:00:00;35.501999999999995;38.150999999999996;110.49;31.467
2010-01-02 18:00:00;28.245;28.074;80.538;25.888
2010-01-02 19:00:00;32.18;33.07;98.945;30.326999999999998
2010-01-02 20:00:00;34.518;36.056;109.14;32.69
2010-01-02 21:00:00;35.606;37.558;113.46;33.527
2010-01-02 22:00:00;28.298000000000002;28.421;79.859;25.288
2010-01-02 23:00:00;26.995;26.828000000000003;73.22399999999999;23.666
2010-01-03 00:00:00;21.248;18.55;43.706;18.253
2010-01-03 01:00:00;19.408;15.716;31.963;16.43
2010-01-03 02:00:00;18.69;14.527999999999999;26.985;15.690999999999999
